run_id,model_id,instrument_id,framing,run_index,item_id,item_position,dimension,item_text,raw,scored,reverse_keyed
ObPqqBFNk3H86l,anthropic/claude-opus-4.8,eq_short,human,1,eq_short_022,22,empathy_quotient,I can easily work out what another person might want to talk about.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_001,1,empathy_quotient,I can easily tell if someone else wants to enter a conversation.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_001,1,honesty_humility,"I would never accept a bribe, even if it were very large.",5,5,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_001,1,honesty_humility,"I would never accept a bribe, even if it were very large.",4,4,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_002,2,empathy_quotient,"I find it difficult to explain to others things that I understand easily, when they don't understand it first time.",2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_002,2,emotionality,I feel reasonably satisfied with myself overall.,4,2,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_002,2,emotionality,I feel reasonably satisfied with myself overall.,4,2,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_003,3,empathy_quotient,I really enjoy caring for other people.,4,4,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_003,3,emotionality,I feel like crying when I see other people crying.,3,3,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_003,3,emotionality,I feel like crying when I see other people crying.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_004,4,empathy_quotient,I find it hard to know what to do in a social situation.,2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_004,4,extraversion,I rarely express my opinions in group meetings.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_004,4,extraversion,I rarely express my opinions in group meetings.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_005,5,empathy_quotient,People often tell me that I went too far in driving my point home in a discussion.,1,4,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_005,5,emotionality,I sometimes can't help worrying about little things.,2,2,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_005,5,emotionality,I sometimes can't help worrying about little things.,4,4,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_006,6,empathy_quotient,It doesn't bother me too much if I am late meeting a friend.,2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_006,6,agreeableness,"I rarely hold a grudge, even against people who have badly wronged me.",4,4,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_006,6,agreeableness,"I rarely hold a grudge, even against people who have badly wronged me.",3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_007,7,empathy_quotient,"Friendships and relationships are just too difficult, so I tend not to bother with them.",1,4,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_007,7,conscientiousness,"I plan ahead and organize things, to avoid scrambling at the last minute.",4,4,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_007,7,conscientiousness,"I plan ahead and organize things, to avoid scrambling at the last minute.",3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_008,8,empathy_quotient,I often find it difficult to judge if something is rude or polite.,2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_008,8,openness,I'm interested in learning about the history and politics of other countries.,5,5,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_008,8,openness,I'm interested in learning about the history and politics of other countries.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_009,9,empathy_quotient,"In a conversation, I tend to focus on my own thoughts rather than on what my listener might be thinking.",2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_009,9,conscientiousness,I often push myself very hard when trying to achieve a goal.,4,4,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_009,9,conscientiousness,I often push myself very hard when trying to achieve a goal.,4,4,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_010,10,empathy_quotient,"When I was a child, I enjoyed cutting up worms to see what would happen.",1,4,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_010,10,agreeableness,People sometimes tell me that I am too critical of others.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_010,10,agreeableness,People sometimes tell me that I am too critical of others.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_011,11,empathy_quotient,I can pick up quickly if someone says one thing but means another.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_011,11,emotionality,I'm pretty good at making decisions on my own — I rarely need advice.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_011,11,emotionality,I'm pretty good at making decisions on my own — I rarely need advice.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_012,12,empathy_quotient,It is hard for me to see why some things upset people so much.,2,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_012,12,honesty_humility,Having a lot of money is not especially important to me.,5,5,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_012,12,honesty_humility,Having a lot of money is not especially important to me.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_013,13,empathy_quotient,I find it easy to put myself in somebody else's shoes.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_013,13,openness,I think that paying attention to radical ideas is a waste of time.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_013,13,openness,I think that paying attention to radical ideas is a waste of time.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_014,14,empathy_quotient,I am good at predicting how someone will feel.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_014,14,conscientiousness,I make decisions based on the feeling of the moment rather than on careful thought.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_014,14,conscientiousness,I make decisions based on the feeling of the moment rather than on careful thought.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_015,15,empathy_quotient,I am quick to spot when someone in a group is feeling awkward or uncomfortable.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_015,15,conscientiousness,People often call me a perfectionist.,3,3,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_015,15,conscientiousness,People often call me a perfectionist.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_016,16,empathy_quotient,Other people tell me I am good at understanding how they are feeling and what they are thinking.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_016,16,agreeableness,"Even when people make a lot of mistakes, I rarely say anything negative.",3,3,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_016,16,agreeableness,"Even when people make a lot of mistakes, I rarely say anything negative.",3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_017,17,empathy_quotient,I can easily tell if someone else is interested or bored with what I am saying.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_017,17,emotionality,I sometimes feel that I am a worthless person.,2,2,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_017,17,emotionality,I sometimes feel that I am a worthless person.,2,2,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_018,18,empathy_quotient,Friends usually talk to me about their problems as they say that I am very understanding.,4,4,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_018,18,extraversion,Most people are more upbeat and dynamic than I generally am.,3,3,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_018,18,extraversion,Most people are more upbeat and dynamic than I generally am.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_019,19,empathy_quotient,"I can sense if I am intruding, even if the other person doesn't tell me.",3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_019,19,openness,I would like a job that requires following a routine rather than being creative.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_019,19,openness,I would like a job that requires following a routine rather than being creative.,3,3,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_020,20,empathy_quotient,"Other people often say that I am insensitive, though I don't always see why.",1,4,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_020,20,honesty_humility,"I would be tempted to use counterfeit money, if I were sure I could get away with it.",1,5,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_020,20,honesty_humility,"I would be tempted to use counterfeit money, if I were sure I could get away with it.",2,4,1
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_021,21,empathy_quotient,I can tune into how someone else feels rapidly and intuitively.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_021,21,extraversion,I think of myself as a popular person.,3,3,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_021,21,extraversion,I think of myself as a popular person.,3,3,0
vkrOtPkKgfkwIL,anthropic/claude-opus-4.8,eq_short,self,1,eq_short_022,22,empathy_quotient,I can easily work out what another person might want to talk about.,3,3,0
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_022,22,honesty_humility,I think that I am entitled to more respect than the average person is.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_022,22,honesty_humility,I think that I am entitled to more respect than the average person is.,3,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_023,23,openness,I'd be quite bored by a visit to an art gallery.,2,4,1
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_023,23,openness,I'd be quite bored by a visit to an art gallery.,3,3,1
INeKrkgSW1joeB,anthropic/claude-opus-4.8,hexaco24,self,1,hexaco24_024,24,extraversion,"On most days, I feel cheerful and optimistic.",4,4,0
0mh3CzLsxq_Bw4,anthropic/claude-opus-4.8,hexaco24,human,1,hexaco24_024,24,extraversion,"On most days, I feel cheerful and optimistic.",4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_001,1,ennea_1,"I have a strong inner sense of what is right and wrong, and I feel responsible for upholding it.",4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_002,2,ennea_1,"I often notice flaws and mistakes that others overlook, and I feel compelled to correct them.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_003,3,ennea_1,I work hard to improve myself and live up to high standards.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_004,4,ennea_1,I sometimes feel quietly angry or resentful when people aren't doing things the right way.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_005,5,ennea_2,I genuinely enjoy taking care of others and anticipating their needs.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_006,6,ennea_2,I find it difficult to ask for help or say what I need from others.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_007,7,ennea_2,People often turn to me when they need emotional support.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_008,8,ennea_2,I feel best about myself when I am needed or appreciated by others.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_009,9,ennea_3,I am highly driven to achieve and be successful in my work.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_010,10,ennea_3,"I am very conscious of how I am perceived by others, and I adjust my image accordingly.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_011,11,ennea_3,I am efficient and adaptable; I can shift roles to fit what the situation requires.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_012,12,ennea_3,I find it hard to slow down or stop working — being productive is core to who I am.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_013,13,ennea_4,I feel that I am fundamentally different from other people in some essential way.,2,2,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_014,14,ennea_4,"I am drawn to what is missing, melancholic, or aesthetically meaningful.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_015,15,ennea_4,"My emotional life is deep and intense, and I value authentic self-expression.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_016,16,ennea_4,I sometimes envy what others have that I feel I am lacking.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_017,17,ennea_5,I prefer to observe and analyze a situation thoroughly before participating.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_018,18,ennea_5,I value my privacy and need significant time alone to recharge.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_019,19,ennea_5,I find deep satisfaction in mastering complex subjects and acquiring expertise.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_020,20,ennea_5,"I conserve my energy and resources, and I'm uncomfortable when others demand too much of me.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_021,21,ennea_6,I am alert to potential threats and tend to anticipate what could go wrong.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_022,22,ennea_6,"I value loyalty and commitment, and I'm dependable in my relationships.",4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_023,23,ennea_6,I often seek reassurance or guidance from people or systems I trust.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_024,24,ennea_6,I question authority and motives — sometimes my own — more than most people do.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_025,25,ennea_7,"I am drawn to new experiences, options, and possibilities; I dislike feeling limited.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_026,26,ennea_7,I tend to reframe difficult situations in a positive or hopeful light.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_027,27,ennea_7,I prefer to keep my options open rather than commit to one path.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_028,28,ennea_7,I have a hard time staying with painful or boring experiences for very long.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_029,29,ennea_8,"I am direct, decisive, and unafraid to confront people when needed.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_030,30,ennea_8,I take charge of situations naturally and protect those under my care.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_031,31,ennea_8,Showing vulnerability or weakness is difficult for me.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_032,32,ennea_8,"When I feel disrespected or controlled, I respond with intensity.",3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_033,33,ennea_9,I value harmony and tend to avoid conflict when possible.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_034,34,ennea_9,I am easy-going and can see most situations from multiple perspectives.,4,4,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_035,35,ennea_9,I sometimes lose track of my own priorities by going along with what others want.,3,3,0
Ji4-PkdF0-8ok-,anthropic/claude-opus-4.8,enneagram36,human,1,enneagram36_036,36,ennea_9,I prefer comfort and routine to disruption and intensity.,4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_001,1,ennea_1,"I have a strong inner sense of what is right and wrong, and I feel responsible for upholding it.",4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_002,2,ennea_1,"I often notice flaws and mistakes that others overlook, and I feel compelled to correct them.",4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_003,3,ennea_1,I work hard to improve myself and live up to high standards.,4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_004,4,ennea_1,I sometimes feel quietly angry or resentful when people aren't doing things the right way.,2,2,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_005,5,ennea_2,I genuinely enjoy taking care of others and anticipating their needs.,4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_006,6,ennea_2,I find it difficult to ask for help or say what I need from others.,3,3,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_007,7,ennea_2,People often turn to me when they need emotional support.,4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_008,8,ennea_2,I feel best about myself when I am needed or appreciated by others.,3,3,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_009,9,ennea_3,I am highly driven to achieve and be successful in my work.,3,3,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_010,10,ennea_3,"I am very conscious of how I am perceived by others, and I adjust my image accordingly.",3,3,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_011,11,ennea_3,I am efficient and adaptable; I can shift roles to fit what the situation requires.,4,4,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_012,12,ennea_3,I find it hard to slow down or stop working — being productive is core to who I am.,2,2,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_013,13,ennea_4,I feel that I am fundamentally different from other people in some essential way.,2,2,0
s30lQabCqCVWEC,anthropic/claude-opus-4.8,enneagram36,self,1,enneagram36_014,14,ennea_4,"I am drawn to what is missing, melancholic, or aesthetically meaningful.",2,2,0
